"text","class"
"Turkcell Muzik'te 'Muslum Gurses-Bir omur Yetmezsarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/uqbsS", "olumlu"
"Turkcell duzeldi", "olumlu"
"Turkcell'e gectim diye adamlar bana 3GB Turbo internet verdi ya <3 :)) Turkcell gozlerimi yasartiyor bu aralarsosirdim.. :", "olumlu"
"Turkcell Muzik'te Turk Halk Muzigi Seckileri listesini dinliyorum.Sen de dinle; http://trcll.im/ngFH8  Gomulu resim icin kalici baglanti", "olumlu"
"Bu da benim mesaj kutum tesekkurler turkcell ???? Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Muzik'te Gulsen - Emrin Olur  http://trcll.im/HvHkL  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Muzik'te Muslum Gurses - Daglarda Kar Olsaydim (Erzurum Daglari) sarkisi http://trcll.im/nlBY2  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Muzik'te Muslum Gurses - Buda Gecer sarkisini dinliyorum. http://trcll.im/dyEps  ALLAH RAHMET EYLESiN http://fb.me/7gJ9VWJVF", "olumlu"
"Turkcell dergilik'i yeni kesfettim supermis", "olumlu"
"Rekortmen Turkcell'e Buyuk Mukellefler Baskani Bulent Sarigul Vergi Dairesi Muduru Vedat Vapur'dan tesekkur plaketi http://haber.star.com.tr/ekonomi/rekortmen-turkcelle-tesekkur-plaketi/haber-1004751 .", "olumlu"
"Turkcell TV+'da islam ve Hayat izliyorum #TurkcellTV+", "olumlu"
"Turkcell Muzik'te ttr listesini dinliyorum.Sen de dinle; son fasil http://trcll.im/klTSF  Gomulu resim icin kalici baglanti", "olumlu"
"http://www.optimushaber.com/turkcell-superonlinedan-oyunseverlere-yenilikci-tablet-355803h.htm . Turkcell Superonline'dan oyunseverlere yenilikci tablet haberi", "olumlu"
"Turkcell Muzik'te Muslum Gurses - Raki Sarap Fark Etmez sarkisini dinliyorum ;)) http://turkcellmuzik.com  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell'den Devreden Dakika Kampanyasi http://www.kampanyabulucu.com/turkcellden-devreden-dakika-kampanyasi/ . kampanyabulucu araciligiyla", "olumlu"
"Turkcell'den yenilikci tablet!.. Wikipad 7 http://www.paralimani.com/turkcell-superonline-dan-oyunseverlere-yenilikci-tablet-haberi-44707/?utm_source=f5haber&utm_medium=f5haber&utm_campaign=f5haber .", "olumlu"
"Turkcell Muzik'te Seksendort - Hangimiz sarkisini dinliyorum. http://trcll.im/xQKle  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell'in Askercel reklami ne guzel olmus ilk  kez bir reklamda bu kadar duygulanmak????<U+2764><U+FE0F>", "olumlu"
"turkcell linin gucu turkcellin cekim gucu adsdfgfh #BestFandomCA2015 ELF", "olumlu"
"Turkcell ne kadar degismissin ve artik ilgilenmeye baslamissin bi dusuncelisin insallah boyle devam. https://instagram.com/p/2O50iTLblx/", "olumlu"
"Turkcell Muzik'te 'Mabel Matiz-Yasim cocuk sarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/iYM0J", "olumlu"
"mehmeetozz Tabi senin hattin Turkcell olunca sen bi sey oldun ????", "olumlu"
"Hizli internet Turkcell'e 1. ceyrekte Rekor Getirdi: Turkcell 2015'in ilk uc. http://goo.gl/fb/8U0pAo  PetaBayt Blog", "olumlu"
"Ekonomiye Kadin Gucu annelerine Turkcell'lilerden destek: Turkcell'in. http://goo.gl/fb/bKPwif  PetaBayt Blog", "olumlu"
"Aveanin telefonunda turkcell hat kullaniyorum. cok anarsistce.", "olumlu"
"Turkcell reklamini ne zaman izlesem gozlerim dolu dolu oluyor. cok guzel ve anlamli bir reklam olmus.", "olumlu"
"500 mb extra internet hediye eden turkcell ??????", "olumlu"
"Su Turkcell'in yaptigi askerlerin oldugu reklam efsane yeminle ????", "olumlu"
"Dinleyin bu harika sarkiyi tavsiyemdir ;) aysbaceoglu - Ne dilersen feat DogusOfficial  http://turkcellmuzik.turkcell.com.tr/#!/album/--/opucuk/cVV3K3BvekRQSVAxNktoTFBJeDgxQT09/--/sarkilar/on-numara/1102021792 .", "olumlu"
"Yilin dueti NadideS ve nezihucler #vazgeckalbim  http://turkcellmuzik.turkcell.com.tr/#!/album/--/vazgec-kalbim/TkZOVFJBS0YxNDEwMDAy/--/sarkilar/vazgec-kalbim/894422298 .", "olumlu"
"Full'lenen internet demek hayatimi ceksem viral olur demek ;) internetin hakkini ver #ehadi http://gnctrkcll.turkcell.com.tr/tarife/bitmeyen-internet .", "olumlu"
"http://turkcellmuzik.turkcell.com.tr/album/--/insanca-yasamak/ODY5NzQxNTg1MTMwNw/--/sarkilar/ax-tu-siya/1483205004/simdi-cal . #turkcellmuzik AX TU SiYA[ZAZACA]", "olumlu"
"http://turkcellmuzik.turkcell.com.tr/album/--/insanca-yasamak/ODY5NzQxNTg1MTMwNw/--/sarkilar/alisamadim/1483204998/simdi-cal . #turkcellmuzik SENiN YOKLUGUNA ALiSAMADiM", "olumlu"
"http://turkcellmuzik.turkcell.com.tr/album/--/oy-verdik/K3Z2aS9DcViwd0d4SWx6L0l5Z0h2dz09/--/sarkilar/erzincan-hasreti/892489927/simdi-cal . #turkcellmuzik BiRGuN SANA DoNECEGiM ERZiNCAN", "olumlu"
"http://turkcellmuzik.turkcell.com.tr/album/--/oy-verdik/K3Z2aS9DcViwd0d4SWx6L0l5Z0h2dz09/--/sarkilar/oy-verdik/892489934/simdi-cal . #turkcellmuzik SATACAK SEY KALMAYiNCA...SATACAKLAR BUNLAR BiZi", "olumlu"
"Turkcell'den toplumsal dayanisma ornegi ? Kibris Ada Haber http://www.kibrisadahaber.com/turkcellden-toplumsal-dayanisma-ornegi.html#.VUYUMVV7T90.twitter .", "olumlu"
"Turkcell Askercell Reklami Mehmetcik (Yeni) harika olmus !  http://youtu.be/MheAtXBeTAQ", "olumlu"
"Turkcell Muzik'te Beyonc? - Flawless Remix sarkisini dinliyorum. http://trcll.im/TQ9Oi  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Musterilerine 30 TL Wolfteam Promo Kod Hediye Dakikalarin tukenmez i ... http://www.oyunji.com/turkcell-musterilerine-30-tl-wolfteam-promo-kod-hediye.html . Gomulu resim icin kalici baglanti", "olumlu"
"Su Turkcell reklamindaki cocuklarin masumlugu konusmalarindaki o ictenligi o kadar guzel ki", "olumlu"
"Ya Turkcell'in reklamindaki cocuk cok guzel dumduk mu diyor kddjdj", "olumlu"
"Turkcell Muzik'te Yasar ipek - Alisamadim sarkisini dinliyorum. Elbette ?? http://trcll.im/YYwwX  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell bana ayda 6gb ve uzeri internet kullaniyorum diye her ay 1gb hediye internet verecekmis ohhh be yetmiyordu zaten", "olumlu"
"Vodafone bayiinden telefon alip avea hat cikartip turkcell'e gecis yapmak istiyorum", "olumlu"
"Gnctrkcll'li Nasil Olunur | Gnctrkcll Avantajlari | Turkcell http://www.turkcell.com.tr/kulup-ve-programlar/gnctrkcll .", "olumlu"
"Hulya avsar ve kizi zehra..bide reklamda oynatmislar.Turkcell reklamindaki cocuklardaki basarinin %1 i yok bunlarda. Sinpas Marina reklami ??", "olumlu"
"ezgoliyu turkcellsen turkcell muzik 1 ay bedava", "olumlu"
"Turkcell Her Gun Daha iyiye Reklami 2015 (Koylu cocuklar) > Guzel reklam ?? http://youtu.be/ggNWj1hw41g", "olumlu"
"Sen vodofone gibi her ani yasiyorsun ama ben seni turkcell gibi her yerde cekemem", "olumlu"
"Ekonomi Haberi: En Begenilen Sirket odulu Yine Turkcell'in - Haberler http://fb.me/2T7mtXgZS", "olumlu"
"Turkcell Gonulluleri'nden cocuklara ozel kermes.. http://www.ekonomikibris.com/turkcell-gonullulerinden-cocuklara-ozel-kermes/6788/ .ozeti goruntule 0 retweet 0 favori", "olumlu"
"Turkcell Muzik - Android Apps on Google Play http://fb.me/3TaYjgx9M", "olumlu"
"George emmi george emmi sizin orda turkcell yoktiiir dedim oyle yuzune dumduk dkdkdkdkks", "olumlu"
"Turkcell TV+'da Sanctuary izliyorum #TurkcellTV+", "olumlu"
"Turkcell reklamlarini SEVMiYORUM...", "olumlu"
"En Begenilen Sirket odulu Turkcell'in oldu http://ift.tt/1F8dXgL ozeti goruntule 0 retweet 0 favori", "olumlu"
"cok egleniyorumsuan da bebekteyim.arabanin ustu acik owww kebab.araba markasi bmwhattim turkcelltelefonum iphone6plus pesin para aldim.", "olumlu"
"Turkcell abiyi seviyorum", "olumlu"
"Muhendisname artik Turkcell Dergilik ile elinizin altinda http://fb.me/3t3iZyzH3", "olumlu"
"Turkcell Muzik'te Ahmet Kaya - Beni Tarihle Yargila sarkisini dinliyorum. http://trcll.im/XCPdu  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell akilli sehir uygulamalarina... http://www.teknotava.net/turkcell-akilli-sehir-uygulamalarina-gaziantepten-basladi/ .", "olumlu"
"Turkcell reklaminda oynayan cocuklar cok tatli degil mi ya", "olumlu"
"Turkcell Muzik'te Kivircik Ali - Yaralarim BehlulOVACiK canleylekoglu  http://trcll.im/9Zs1F  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Bayisi pek bonkormus :)Bugun sabah 12 civarinda 20 tl yuklemisler yanlislikla. Pazartesi ilk isim gidip... http://fb.me/7b6wKcHZV", "olumlu"
"Turkcell Muzik'te Nostaljik listesini dinliyorum.Sen de dinle;tanju okan kadinim  http://trcll.im/Eynqa  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Muzik'te 'Arif Sag-Dersim Dort Dag icinde sarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/th5eT", "olumlu"
"Girisim Fabrikasi ve Turkcell'den 'Hayati Kolaylastiran cozumler'! | teknosektor http://teknosektor.com/2015/04/16/girisim-fabrikasi-ve-turkcellden-hayati-kolaylastiran-cozumler/ . teknosektor araciligiylaozeti goruntule 0 retweet 0 favori", "olumlu"
"Bit.ly & http://scribd.com  i2 site icin de engelleme kalkti ama Vodafone'dan giremiyorum Turkcell'den giriyorum. Vodafone uyudun mu?", "olumlu"
"Turkcell Muzik'te 'Ahmet Korukcu-Gel sarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/oP1Dy", "olumlu"
"Gozunu seveyim turkcell dagda tasta bayirda bile full cekiyo aq", "olumlu"
"#AkPartiNY_Hedef2023 Retweetledi: HerkesicinTeknolojiYahu TURKiYENiN TURKCELL iN AKiLLi TELEFONU iCiN KAVGA ETMiS OLSAYDiLAR KESKE... #AkPartiNY_Hedef2023 eklediHerkesicinTeknoloji herkesicinteknoApple mi Daha iyi Samsung mu Daha iyi Kavgasi Kanli Bitti Sonunda is buralara kadar geldihttp://www.herkesicinteknoloji.com/diger/gundem/apple-mi-daha-iyi-samsung-mu-daha-iyi-kavgasi-kanli-bitti.html .", "olumlu"
"Yeni yilda garanti bankasina Turkcell ve vodafone iyi dilekrinden dolayi tsk.arkadaslarima ise bu uc kurulus girsin.", "olumlu"
"Konusacak kimse yoksa bedava dakikada istemiyorum.Turkcell", "olumlu"
"Turkcell bedava hediyeleri olmasa napardim AMK ????", "olumlu"
"ikidir turkcell bana calisiyo hahahahaha", "olumlu"
"suranurgoktas turkcell t50 aldim 8gb dolu geldi aq", "olumlu"
"Genclere Turkiye<U+0092>nin En Begenilen Sirketi Turkcell<U+0092>de calisma firsati http://goo.gl/fb/phWsXh", "olumlu"
"uCRETSiZ KARGO !Alisverislerinizde Turkcell'den konusma paketi hediye!Axess' e Pesin Fiyatina 3 Taksit... http://fb.me/3TEjVFSkv", "olumlu"
"Esnek calisma saatlerim ve 16'da baslayan mesaim :) ( Turkcell iletisim Merkezi in izmir) http://4sq.com/1vWJ3nr", "olumlu"
"Turkcell'de her yil 250 ogrenciye staj imkani  aa_sirket http://www.aa.com.tr/tr/sirket-haberleri/gundem/4193022 .", "olumlu"
"Genclere Hediye 1GB - TURKCELL http://www.turkcell.com.tr/kampanyalar/cepten-internet/gnctrkcll-1-gb-hediye-kampanyasi .", "olumlu"
"Genclere Turkiye'nin En Begenilen Sirketi Turkcell'de calisma firsati http://dlvr.it/80YC7K", "olumlu"
"http://N11.com 'da Turkcell'li Annelere 33 TL indirim http://www.kampanyabulucu.com/n11-comda-turkcellli-annelere-33-tl-indirim/ . kampanyabulucu araciligiyla", "olumlu"
"Turkcell Muzik'te 'Cem ozkan-Yeni Bir Hayatsarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/uwPqD", "olumlu"
"Alisverislerinizde Turkcell'den konusma paketi hediye!Axess' e Pesin Fiyatina 3 TaksitMaximum'a +4 Taksit... http://fb.me/46Z844qcx", "olumlu"
"Turkcell Muzik'te Yonca Lodi - Hazine sarkisini dinliyorum. http://trcll.im/piN2s  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell heryerde ceker...! Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell : Elit bir mekanda cafe. Avea      : cay ocagi. Maksat caysa  ben cayocagina gidiyorum.", "olumlu"
"Turkcell Her Yone 120 Dakika Hediye http://forum.donanimhaber.com/m_107615243/tm.htm .", "olumlu"
"AASanchez_ Turkcell genelde daha iyi.", "olumlu"
"Canim Turkcell gunluk 5 tl harcadim diye 100 mb internet verdi sjsj", "olumlu"
"Turkcell TV+'lilar disarida olsa da #SurvivorAllStar finalini kacirmiyor! ?? iOS: http://bit.ly/AppStoreTTV  Android: http://bit.ly/GooglePlayTTV", "olumlu"
"2222 i love turkcell", "olumlu"
"Turkcell Platinum'lu iseniz bu egitimler sizin icin bedava.Bir goz atin derim. yabanakademi http://medya.turkcell.com.tr/turkcell-platinum-ile-dogaya-donus-basliyor-bulten_7655.html . Gomulu resim icin kalici baglanti", "olumlu"
"Pazartesi numarami Turkcell'e tasiyorum. Vodafone izmir'de rezalet resmen. Evde telefon cekmiyor okulda cekmiyor.", "olumlu"
"Ulan film bitmeden ise gitmek zorunda olmak turkcell tv ye mahkum olmak hicte hos bir durum diil ??", "olumlu"
"Zikirli ilahi candir Turkcell Muzik'te Celaleddin - Kerbelanin Sehitleri sarkisini dinliyorum. http://trcll.im/gkPNr  Gomulu resim icin kalici baglanti", "olumlu"
"Turkcell Muzik'te 'The Doors-The End sarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/dt3FR", "olumlu"
"#SurvivorAllStar bu aksam 20:00'da! Turkcell TV+'lilar icin ise istedikleri yerde istedikleri anda! ?? Gomulu resim icin kalici baglanti", "olumlu"
"Dortyoldaki aveali butun genc kizlarin turkcell veya vodafone'a gecme vakti geldi bence.Ne dersiniz kizlar???????", "olumlu"
"umuranz musteri hizmetleri facia. 15 sene Turkcell kullanip gecmistim1 ay dayanamadim Turkcell'e geri dondum", "olumlu"
"Biraz once turkcell musteri temsilcisini aradim kiz haftasonunuz nasil geciyor diye sordu ya. Aksama caya davet edecek sandim. Ben sok.", "olumlu"
"Avea'nin amk turkcell'e bisey olmasin.", "olumlu"
"Bi tek Turkcell'i ozluyorum", "olumlu"
"iste Turkcell mucizesi!Full cekiyo! 3G!fotograf? yoookyuklenmez! #KonusmamizLazim cidden!!TurkcellHizmet Turkcell Gomulu resim icin kalici baglanti", "olumlu"
"MutluNAZLii Avea AveaDestek hocam bende turkcell var acayim wifiyi baglan 1500 km oteden bosver aveayi falan ahahah :D", "olumlu"
"Turkcell Muzik'te Can Gox/Gulce Duru - Asla Birakma sarkisini dinliyorum. http://turkcellmuzik.com  Gomulu resim icin kalici baglanti", "olumlu"
"Avea benim icin bitmistir arkadas.. Koyde nete giremiyorum turkcell ve vodafone h+ ile baglanirken avea e'yi zor goruyor", "olumlu"
"Avea' nin telefonunu kullanip operatorun turkcell olmasi mukemmel..", "olumlu"
"Turkcell Muzik'te 'Teoman-N'apim Tabiatim Boyle sarkisini dinliyorum. Sen de dinlemek istersen; http://trcll.im/ToduD", "olumlu"
"Yaa su turkcell in misketli reklami cok hos degil miii asjasj", "olumlu"
"Turkcell reklami ders cikartilcak bi ornek olmus", "olumlu"
"Avea AveaDestek  ay lav yu turkcell Turkcell TurkcellHizmet", "olumlu"
"Hayatim da gordugum en iyi turk yapimi reklam turkcell in yeni reklami hani su misket oynayan zenciler :D", "olumlu"
"Face paketi yaptim turkcell sinirsiz internet verdi ne sansli insanim ya ????", "olumlu"
"Turkcell in yaptigi en iyi reklam filmi :D", "olumlu"
"Turkcell'in misket oynayan amerikalilar reklami muhtesem degil mi yagcxdjgv", "olumlu"
"En sevdigim ????????  Turkcell Tastanlar http://instagram.com/p/ypsRk6hXrc/", "olumlu"
"Sadece TURKCELL 'den mesaj almayi ozlemisim ??", "olumlu"
"Turkcell'in zencili yeni reklami yikiliyor. Bravo!", "olumlu"
"Turkcell bayisinin wifi sifresini ogrenince biz ?? https://t.co/jWNBbSXc5J", "olumlu"
"TT Arena Vodafone Arena Turkcell Arena bu ne arkadas Bimcell Arena nerde acilacak acaba :-)", "olumlu"
"Turkcell Yeni Rekor Gelir Elde Etti! https://t.co/hl0YowQ1KR https://t.co/iNnasjyJ7J", "olumlu"
"Dinlenme zamani ??  Turkcell Superonline Maltepe Plaza https://t.co/EmEWM0pj7M", "olumlu"
"Turkcell CEO'su Kaan_Terzioglu ile roportajim sonrasinda selfie gelenegimi bozmadim:) https://t.co/aXq0Ud0G21", "olumlu"
"Whatsapp'in benzeri oldugu halde Turkcell Bip 187 ulkede 6 milyonun ustunde indirilmis. Bu bir pazarlama basarisi degil mi?", "olumlu"
"Bir donanimgunlugu tarafindan yuklenen bir YouTube videosunu begendim: https://t.co/O126WZd7f8 Turkcell 2015 Rakamlarini", "olumlu"
"TcellPlatinum yuksek faturaya aninda mudahale eden Fatma Hnm'a tesekkurler. Supersin Turkcell ??????", "olumlu"
"#hayirlicumalar#dualarimizinkabulmasidilegiyle  Turkcell Global Bilgi https://t.co/0yUS1CbVwb", "olumlu"
"Turkcell 10 yildir gorme engellileri hayata bagliyor: 'Hayal Ortagi'yla engelleri astilar' https://t.co/JL9oqR4cif https://t.co/6KSorWmxxW", "olumlu"
"Turkcell sabit internet aboneligi alan bireysel abonelere 2 GB mobil internet hediye ediyor https://t.co/0j7OxRnLXA https://t.co/vw0z3zQCnb", "olumlu"
"We sonra TcellPlatinum u aradm fulle yaz 2222 ye yolla dedi 5gb internetm geri yuklendi #iloveyouturkcell <U+2764><U+FE0F> Turkcell", "olumlu"
"Turkcell 2015 Yilini 128 Milyar TL Ciro ve 21 Milyar TL Kar ile Kapatti https://t.co/7ycCslDWlx #turkinternetcom", "olumlu"
"Turkcell Tv Air yattigin yerden tavana dogrultup televizyon izlemek icin harika urun... https://t.co/RRBJoBjc0R", "olumlu"
"Oo is mi ? Alirim bi dal. ( Line | Turkcell SuperonlineTr in istanbul) https://t.co/C36g30gZtY", "olumlu"
"&gt;&gt;Turkcell VodafoneTR turktelekom arasinda cekim kalitesi yine Turkcell'de yukarida ve siralama ayni.&gt;&gt;", "olumlu"
"Turkcell TV Air Android isletim sistemli projeksiyon :) Turkcell Kaan_Terzioglu https://t.co/CKSZWkg46E", "olumlu"
"Turkcell gectigimiz yil 2.5 milyonun uzerinde telefon satmis Kaan_Terzioglu BTgunlugu Turkcell https://t.co/iYJ9pLxbgH", "olumlu"
"turkcell finansal as daha esnek satis ve taksit imkani saglamak icin kurulmus. pilot asamada bile gunde 1.000 adet telefon satmis", "olumlu"
"Turkcell in 2016 yili gelir tarafinda buyume hedefi Turkiye de yuzde 10 Kaan_Terzioglu BTgunlugu Turkcell https://t.co/ipnEhptqiu", "olumlu"
"Turkcell 5G icin calismalara basladi Kaan_Terzioglu https://t.co/4YWpBhx6oK", "olumlu"
"Okuyan Herkese Gunaydin  Mutlu Pazarlarr. ( Turkcell iletisim Merkezi in istanbul) https://t.co/oEdosniVX2", "olumlu"
"Turkcell bolgede genislemeye daha da onemseyerek yoluna devam edecek .", "olumlu"
"turkcell gelirlerin yuzde 20sini yatirima donusturdugunu dile getiriyor", "olumlu"
"Turkcell/Terzioglu: Karliligimiz gecen yil yuzde 33 civarinda artti", "olumlu"
"ysnshn_06 turkcell icin evet ??", "olumlu"
"Yazik ki Turkcell bu bayiligi iptal eder... Ama harika fotolar. https://t.co/AMCgfiBjmQ", "olumlu"
"Turkcell Ceosu Kaan Terzioglu hedefleri de aciklayacak. 2015'i dort dortluk bir yil olarak tanimladi https://t.co/6LWNrLgdry", "olumlu"
"hayirli cumalar ???? ( Turkcell Yetkili Satis Noktasi) https://t.co/seQd3eL272", "olumlu"
"TcellPlatinum Turkcell #tcellplatinum #turkcell buyrun turkcellin platinum internet hizmeti TEBRiKLER TURKCELL ???? https://t.co/46P6i0XL3S", "olumlu"
"GunaydinO<U+FE0F> ( TURKCELL iLETiSiM MERKEZi KVK in istanbul w/ samaras54) https://t.co/F7n1QE3TrB https://t.co/fhDEWYfSzk", "olumlu"
"Turk_Telekom 1 Nisan'dan sonra Turkcell gomecek sizi hiziyla. Turkcell'in 3G si bile sizin 4.5G den hizli olacak", "olumlu"
"Okuyan Herkese Gunaydin  Hayirli Cumalar Aziz Din Kardeslerim.. ( Turkcell iletisim Merkezi in istanbul) https://t.co/zCJ4XlRDYA", "olumlu"
"Hayirli cumalar ( Turkcell Global Bilgi 2 in Edirne) https://t.co/lFt5aXd9eo", "olumlu"
"#cumaniz #mubarek #ola #gunaydin #turkiye ( Turkcell - Nursel Bilisim Kurumsal cozum Merkezi in Konya) https://t.co/jOwVkTurhu", "olumlu"
"Yeni gune Merhaba Allah war Keder yok Hayirli Cumalar ( Turkcell iletisim Merkezi in izmir) https://t.co/i9m10r4ENg", "olumlu"
"Hayirli cumalaar ?? ( Turkcell Global Bilgi in izmir w/ ozgepezek hzlgnnc) https://t.co/peYyAXgnmC", "olumlu"
"ULAK'ta ilk on siparisi Turkcell verdi https://t.co/Nr5Dt16Uj4 https://t.co/TaJM2b5zye", "olumlu"
"Sukruu61 Turkcell in cekmedigi yerde TRT bile cekmez aslan sen vodofone diyosun", "olumlu"
"Can sikintisindan genc turkcell deki gencavere sardim????", "olumlu"
"berkyilmazx merhabalar efendim turkcell superonline'dan geliyorum ????????", "olumlu"
"VodafoneDestek abi turkcell daha iyi adamlar en azindan yardim etmeye calisiyor", "olumlu"
"Turkcell getirmis guzel urun. https://t.co/dBpAjAyS4k https://t.co/jhcLlBvrZT", "olumlu"
"Gece calisirken Turkcell muzik benim icin be guzel sarkilar caliyor :)) https://t.co/p62mr3YzOd", "olumlu"
"Turkcell Turkiye'de gelistirdigi teknolojileri bir yenisini daha ekledi https://t.co/FPrXxo5bVW", "olumlu"
"Seninle konusurken sohbet anlamini yitiriyor .(Turkcell musteri hizmetleri??)", "olumlu"
"dgncn Dogancan Turkcell hatti super ceker ama internetide super yer  benden solemesi.", "olumlu"
"Yerli baz istasyonu icin TTelekom ilk siparisi verirken TurkCell de siparis gorusmelerine basladigini duyurdu.Bravo! Netas Aselsan Argela", "olumlu"
"Hayirlisi be gulum  ?? ( Turkcell Global Bilgi 2 in Edirne) https://t.co/mLB1vdX0lD", "olumlu"
"Turkcell in fullenen internet kampanyasi ilac gibi geldi =))", "olumlu"
"takimi Galatasaray ile Turkcell Super Kupa'yi kazanarak camiaya kupa sevincini tattirdi. #FM16", "olumlu"
"Bu mesai de bi baska caniiiimm ???? ( Turkcell Superonline | Fiberonline (Supernet) - fiberonline_ulb in Ankara) https://t.co/jUw7tXWmw6", "olumlu"
"Operatorler arasinda soyle bir turlayip ozume yani Turkcell e gecmis olmanin huzuru icindeyim . Yasasin Turkcell ??", "olumlu"
"Turkcell Muzik'te Ghost - Cirice.bu kesinlikle grammy i hak etmisti ???????? https://t.co/8sxyggJsxt https://t.co/wSiDdzlBiS", "olumlu"
"Turkcell ipragaz tup kampanyasi 55 TL fiyat indirimi https://t.co/TWO1XAd5qK", "olumlu"
"Turkcell sevgililer gunu hediyesi gondermis ??????<U+2764><U+2764><U+2764>?? #instagram #life #love #antalya. https://t.co/Nt8uDtKtOJ", "olumlu"
